case_id,code_replicate,n,k,redundancy,rate,family,transforms,max_collision_fraction,mean_collision_fraction,union_bound_random_transform_collision,full_invariance_count,dangerous_transform_count,orbit_safe
OA128_R24_DENSE,8,128,104,24,0.8125,dense,189,1.1920928955078125e-07,2.4598742288256447e-08,4.649162292480469e-06,0,0,True
OA128_R24_DENSE,9,128,104,24,0.8125,dense,189,1.1920928955078125e-07,2.5860216251756778e-08,4.887580871582031e-06,0,0,True
OA128_R24_DENSE,10,128,104,24,0.8125,dense,189,1.1920928955078125e-07,2.5860216251756778e-08,4.887580871582031e-06,0,0,True
OA128_R24_DENSE,11,128,104,24,0.8125,dense,189,5.960464477539063e-08,2.5229479270006612e-08,4.76837158203125e-06,0,0,True
OA128_R24_DENSE,12,128,104,24,0.8125,dense,189,1.1920928955078125e-07,2.6490953233506943e-08,5.0067901611328125e-06,0,0,True
OA128_R24_DENSE,13,128,104,24,0.8125,dense,189,1.1920928955078125e-07,2.5860216251756778e-08,4.887580871582031e-06,0,0,True
OA128_R24_DENSE,14,128,104,24,0.8125,dense,189,2.384185791015625e-07,2.7752427197007274e-08,5.245208740234375e-06,0,0,True
OA128_R24_DENSE,15,128,104,24,0.8125,dense,189,4.76837158203125e-07,3.2798323051008596e-08,6.198883056640625e-06,0,0,True
OA128_R24_DENSE,16,128,104,24,0.8125,dense,189,4.76837158203125e-07,3.532127097800926e-08,6.67572021484375e-06,0,0,True
OA128_R24_DENSE,17,128,104,24,0.8125,dense,189,1.1920928955078125e-07,2.5229479270006612e-08,4.76837158203125e-06,0,0,True
OA128_R24_DENSE,18,128,104,24,0.8125,dense,189,5.960464477539063e-08,2.4598742288256447e-08,4.649162292480469e-06,0,0,True
OA128_R24_DENSE,19,128,104,24,0.8125,dense,189,1.1920928955078125e-07,2.7752427197007274e-08,5.245208740234375e-06,0,0,True
OA128_R24_SPARSE,0,128,104,24,0.8125,sparse,189,1.1920928955078125e-07,2.4598742288256447e-08,4.649162292480469e-06,0,0,True
OA128_R24_SPARSE,1,128,104,24,0.8125,sparse,189,5.960464477539063e-08,2.4598742288256447e-08,4.649162292480469e-06,0,0,True
OA128_R24_SPARSE,2,128,104,24,0.8125,sparse,189,1.1920928955078125e-07,2.5229479270006612e-08,4.76837158203125e-06,0,0,True
OA128_R24_SPARSE,3,128,104,24,0.8125,sparse,189,2.384185791015625e-07,2.6490953233506943e-08,5.0067901611328125e-06,0,0,True
OA128_R24_SPARSE,4,128,104,24,0.8125,sparse,189,1.1920928955078125e-07,2.6490953233506943e-08,5.0067901611328125e-06,0,0,True
OA128_R24_SPARSE,5,128,104,24,0.8125,sparse,189,5.960464477539063e-08,2.3337268324756116e-08,4.410743713378906e-06,0,0,True
OA128_R24_SPARSE,6,128,104,24,0.8125,sparse,189,1.9073486328125e-06,5.2981906467013886e-08,1.0013580322265625e-05,0,0,True
OA128_R24_SPARSE,7,128,104,24,0.8125,sparse,189,1.1920928955078125e-07,2.5229479270006612e-08,4.76837158203125e-06,0,0,True
OA128_R24_SPARSE,8,128,104,24,0.8125,sparse,189,4.76837158203125e-07,3.0275375124007935e-08,5.7220458984375e-06,0,0,True
OA128_R24_SPARSE,9,128,104,24,0.8125,sparse,189,1.1920928955078125e-07,2.5229479270006612e-08,4.76837158203125e-06,0,0,True
OA128_R24_SPARSE,10,128,104,24,0.8125,sparse,189,4.76837158203125e-07,3.469053399625909e-08,6.556510925292969e-06,0,0,True
OA128_R24_SPARSE,11,128,104,24,0.8125,sparse,189,1.1920928955078125e-07,2.4598742288256447e-08,4.649162292480469e-06,0,0,True
OA128_R24_SPARSE,12,128,104,24,0.8125,sparse,189,4.76837158203125e-07,3.8474955886760084e-08,7.271766662597656e-06,0,0,True
OA128_R24_SPARSE,13,128,104,24,0.8125,sparse,189,2.384185791015625e-07,2.3968005306506282e-08,4.5299530029296875e-06,0,0,True
OA128_R24_SPARSE,14,128,104,24,0.8125,sparse,189,5.960464477539063e-08,2.270653134300595e-08,4.291534423828125e-06,0,0,True
OA128_R24_SPARSE,15,128,104,24,0.8125,sparse,189,2.384185791015625e-07,2.838316417875744e-08,5.364418029785156e-06,0,0,True
OA128_R24_SPARSE,16,128,104,24,0.8125,sparse,189,1.1920928955078125e-07,2.5229479270006612e-08,4.76837158203125e-06,0,0,True
OA128_R24_SPARSE,17,128,104,24,0.8125,sparse,189,5.960464477539063e-08,2.270653134300595e-08,4.291534423828125e-06,0,0,True
OA128_R24_SPARSE,18,128,104,24,0.8125,sparse,189,1.1920928955078125e-07,2.5229479270006612e-08,4.76837158203125e-06,0,0,True
OA128_R24_SPARSE,19,128,104,24,0.8125,sparse,189,4.76837158203125e-07,3.1536849087508265e-08,5.9604644775390625e-06,0,0,True
